"","x","y","CD","id","r"
"162",53.32994,-48.82276,18.4,"ww4",72.3031423550955
"163",78.48,-48.7752,18.99,"ww4",92.4020050379861
"164",103.63,-48.72759,18.39,"ww4",114.514431087126
"165",-122.7812,-16.85592,18.68,"ww4",123.932825000023
"166",-97.6312,-16.80833,19.34,"ww4",99.0675081488825
"167",-72.4812,-16.76073,18.57,"ww4",74.3938601201262
"168",-47.33119,-16.71318,18.59,"ww4",50.1953377568923
"169",-22.18115,-16.66554,19.05,"ww4",27.7442541585479
"170",2.96885,-16.61796,18.59,"ww4",16.8810741626266
"171",28.11889,-16.57037,19.44,"ww4",32.6381546164761
"172",53.26891,-16.52277,17.99,"ww4",55.7725622601383
"173",78.41892,-16.47517,18.93,"ww4",80.1308819400816
"174",103.5689,-16.42758,18.82,"ww4",104.863637319456
"175",128.719,-16.37998,17.39,"ww4",129.757021797668
"176",-122.8424,15.44408,18.72,"ww4",123.809429547213
"177",-97.69234,15.49166,18.48,"ww4",98.9130164550207
"178",-72.54232,15.53925,18.85,"ww4",74.1879807080965
"179",-47.39232,15.58683,19.58,"ww4",49.8896909634776
"180",-22.24228,15.63444,19.16,"ww4",27.1874002749803
"181",2.907759,15.68205,18.71,"ww4",15.9493496608665
"182",28.05778,15.72964,19.38,"ww4",32.1661404750088
"183",53.20779,15.77725,17.73,"ww4",55.4976624214624
"184",78.3578,15.82485,18.89,"ww4",79.9397942101586
"185",103.5078,15.87243,18.78,"ww4",104.717709557385
"186",128.6578,15.92002,17.43,"ww4",129.639023976735
"187",-122.9035,47.74406,17.92,"ww4",131.851301008119
"188",-97.75346,47.79166,18.13,"ww4",108.810760991398
"189",-72.60343,47.83927,17.96,"ww4",86.9474197541123
"190",-47.4534,47.88684,18.82,"ww4",67.4164269058039
"191",-22.30342,47.93446,18.99,"ww4",52.8692254453193
"192",2.846613,47.98202,19.66,"ww4",48.0663858517797
"193",27.99664,48.02965,18.74,"ww4",55.5936968586557
"194",53.14668,48.07723,19.02,"ww4",71.6658191852664
"195",78.29669,48.12484,19.26,"ww4",91.9041451186055
"196",103.4467,48.17241,18.5,"ww4",114.113105409055
"197",-97.81459,80.09169,18.57,"ww4",126.421409673853
"198",-72.66454,80.13927,19.05,"ww4",108.17780719512
"199",-47.51455,80.18687,17.74,"ww4",93.2071165850516
"200",-22.36452,80.23444,18.21,"ww4",83.2930796461747
"201",2.785503,80.28206,18.24,"ww4",80.3303690070362
"202",27.93551,80.32967,19.27,"ww4",85.0485073429804
"203",53.08554,80.37726,18.63,"ww4",96.3253781835255
"204",78.23557,80.42484,18.71,"ww4",112.200531648698
"205",103.3856,80.47235,17.46,"ww4",131.012905478363
"206",-47.57562,112.4869,18.89,"ww4",122.134115995468
"207",-22.42562,112.5345,18.69,"ww4",114.747209650755
"208",2.724428,112.5821,18.4,"ww4",112.615060042328
"209",27.87441,112.6296,18.09,"ww4",116.027623991048
"210",53.02446,112.6772,18.5,"ww4",124.53009579267
"211",-47.28884,-113.5323,14.14,"ww5",122.987062457137
"212",-22.13881,-113.512,14.44,"ww5",115.650771948207
"213",3.011251,-113.4916,14.18,"ww5",113.531541446177
"214",28.1613,-113.4712,14.65,"ww5",116.913523799131
"215",53.31139,-113.4509,13.78,"ww5",125.352347463229
"216",-97.61519,-81.27305,14.28,"ww5",127.019817253209
"217",-72.46514,-81.25267,14.39,"ww5",108.872369760874
"218",-47.31506,-81.23232,15.04,"ww5",94.0074715934111
"219",-22.16503,-81.21196,14.33,"ww5",84.1823675239803
"220",2.985059,-81.19157,14.23,"ww5",81.2464252524281
"221",28.13513,-81.1712,15.05,"ww5",85.908959076204
"222",53.28519,-81.15083,14.49,"ww5",97.0812478443958
"223",78.43526,-81.13044,14.39,"ww5",112.846082368247
"224",103.5853,-81.11005,13.08,"ww5",131.562740116997
"225",-122.7915,-48.99336,13.68,"ww5",132.204772214696
"226",-97.6414,-48.97296,14.7,"ww5",109.234581544132
"227",-72.49131,-48.9526,14.52,"ww5",87.4719787833572
"228",-47.34126,-48.93225,13.87,"ww5",68.0849468564829
"229",-22.19121,-48.91188,14.36,"ww5",53.7105372007998
"230",2.958857,-48.89148,14.13,"ww5",48.9809315074433
"231",28.10893,-48.87115,14.72,"ww5",56.3781983400268
"232",53.25894,-48.85073,14.57,"ww5",72.2696928972062
"233",78.40905,-48.83036,14.51,"ww5",92.3709000694055
"234",103.5591,-48.80995,14.46,"ww5",114.485363308209
"235",-122.8176,-16.69326,14.11,"ww5",123.946874906904
"236",-97.66747,-16.67289,14.17,"ww5",99.0803712001171
"237",-72.51744,-16.65254,14.28,"ww5",74.4048801665939
"238",-47.36739,-16.63221,14.35,"ww5",50.2025900217927
"239",-22.2173,-16.61181,14.55,"ww5",27.7409561977611
"240",2.932738,-16.59146,14.74,"ww5",16.8486645496978
"241",28.08281,-16.57109,14.25,"ww5",32.6074415016603
"242",53.23287,-16.5507,13.83,"ww5",55.7464269610789
"243",78.38293,-16.53031,14.01,"ww5",80.1070213157436
"244",103.533,-16.50992,14.18,"ww5",104.8411157295
"245",128.6831,-16.48947,13.07,"ww5",129.735279883657
"246",-122.8437,15.60684,13.88,"ww5",123.831127284199
"247",-97.69363,15.62717,14.55,"ww5",98.9356042321762
"248",-72.54356,15.64752,14.08,"ww5",74.2119463403568
"249",-47.39353,15.66788,14.47,"ww5",49.9162213068588
"250",-22.24345,15.68825,14.52,"ww5",27.2193360676744
"251",2.906633,15.70863,14.22,"ww5",15.9752800248881
"252",28.05668,15.72898,14.89,"ww5",32.1648582223333
"253",53.20672,15.74938,13.56,"ww5",55.4887197864827
"254",78.35678,15.76976,14.4,"ww5",79.927906906324
"255",103.5069,15.79016,14.22,"ww5",104.704381476783
"256",128.6569,15.81058,13.6,"ww5",129.624736673007
"257",-122.8699,47.90684,13.52,"ww5",131.879026553867
"258",-97.7198,47.92721,14.08,"ww5",108.840143193695
"259",-72.56974,47.94757,14.13,"ww5",86.9789436160988
"260",-47.41965,47.96791,14.24,"ww5",67.4503046389755
"261",-22.26963,47.98829,14.2,"ww5",52.9038032419315
"262",2.880442,48.00862,14.47,"ww5",48.0949533778729
"263",28.03051,48.02904,13.83,"ww5",55.610234437392
"264",53.18057,48.0494,14.03,"ww5",71.6722949673366
"265",78.33065,48.06981,14.91,"ww5",91.9042837024401
"266",103.4807,48.09018,14.21,"ww5",114.109248901754
"267",-97.74596,80.2273,13.96,"ww5",126.454309383317
"268",-72.59584,80.24762,14.03,"ww5",108.211997952953
"269",-47.44581,80.26801,14.57,"ww5",93.2419343209706
"270",-22.29574,80.28833,13.93,"ww5",83.3265621295905
"271",2.854325,80.30872,14.59,"ww5",80.3594280669295
"272",28.00437,80.32912,14.33,"ww5",85.070631001958
"273",53.15443,80.34949,14.7,"ww5",96.3401991480451
"274",78.3045,80.36987,14.49,"ww5",112.209227446173
"275",103.4545,80.39021,13.45,"ww5",131.016866983202
"276",-47.47199,112.5681,14.45,"ww5",122.168600598395
"277",-22.32194,112.5884,13.68,"ww5",114.779862432064
"278",2.82815,112.6088,14.3,"ww5",112.644308643901
"279",27.97818,112.6291,13.79,"ww5",116.052112100222
"280",53.12826,112.6495,13.83,"ww5",124.549274830798
